3.3,1.2,1.2,0.8,0.1
5.0,1.8,1.6,1.3,0.3
5.1,1.8,1.6,1.4,0.3
5.8,2.1,1.8,1.6,0.3
4.7,1.7,1.5,1.2,0.3
5.8,2.0,1.8,1.6,0.3
6.9,2.5,2.0,1.9,0.5
8.0,2.9,2.3,2.4,0.6
7.0,2.6,2.1,2.0,0.4
7.4,2.8,2.2,2.0,0.4
6.9,2.5,2.1,1.9,0.3
8.4,3.1,2.5,2.4,0.4
9.1,3.3,2.7,2.7,0.4
9.0,3.2,2.6,2.7,0.4
8.8,3.2,2.6,2.6,0.4
8.0,2.6,2.4,2.6,0.4
